email_text,category,urgency
f ece be b eb,request,medium
ef c c aa ec edc d bf,request,medium
hellogorgeous hows u my fone was on charge lst nitw wen u texd me hopeu ad a nice wkend as im sure u did lookin ward c in u mrw luv jaz,spam,low
if you re not in my car in an hour and a half i m going apeshit,spam,low
bd cf ee a eb f f ea,request,medium
e b da aaf a b c debd d,request,medium
b c f fd bbad fba c b f,request,medium
ok then u tell me wat time u coming later lor,spam,low
e d a d d ed bf abcb d,request,medium
waste of money,feedback,low
you said not now no problem when you can let me know,spam,low
dont buy these product these copy of the product,feedback,low
fd ca c a a a d bd d fe f,request,medium
d de e b baa d d f,request,medium
a e ba cff ac b d eee e,request,medium
fe d a b f aac c d f,request,medium
caa d cd a cf ba c dff b,request,medium
ffd c a c c ecc eaff ea,request,medium
d fbcc da d b a c cd bd e,request,medium
you re not sure that i m not trying to make xavier smoke because i don t want to smoke after being told i smoke too much,spam,low
yeah probably here for a while,spam,low
c b a e e af f a,request,medium
i ll be in sch fr i dun haf da book in sch it s at home,spam,low
ok i vl do u know i got adsense approved,spam,low
d e c d b ae eb cae f,request,medium
a c eef ba b ef,request,medium
f aeb c f a c,request,medium
congratulations u can claim vip row a tickets c blu in concert in november or blu gift guaranteed call to claim ts cs www smsco net cost max,spam,low
b a e e ea ffc e b bc ed c,request,medium
actually my mobile is full of msg and i m doing a work online where i need to send them lt gt sent msg i wil explain u later,spam,low
smile in pleasure smile in pain smile when trouble pours like rain smile when sum hurts u smile becoz someone still loves to see u smiling,spam,low
i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person i ll make a trip to ptbo for that i hope everything is good with you babe and i love ya,spam,low
yup i thk cine is better cos no need go down plaza mah,spam,low
some of them told accenture is not confirm is it true,spam,low
lul im gettin some juicy gossip at the hospital two nurses are talking about how fat they are gettin and one thinks shes obese oyea,spam,low
yes from last week itself i m taking live call,spam,low
a d ae d d e,request,medium
ea c b b e b a d,request,medium
c f ce b d e c,request,medium
yeah probably i still gotta check out with leo,spam,low
ff b da e a d b a f c cb,request,medium
hi frnd which is best way to avoid missunderstding wit our beloved one s,spam,low
c c fa c f c,request,medium
someone has contacted our dating service and entered your phone becausethey fancy you to find out who it is call from a landline pobox w rg p,spam,low
average,feedback,low
oops got that bit,spam,low
y dun cut too short leh u dun like ah she failed she s quite sad,spam,low
so when do you wanna gym harri,spam,low
amazing,feedback,low
bb caf b cbee c,request,medium
a ec ec d acd f f e db,request,medium
aeffcc e c c a c f d f,request,medium
e cd a d af c f ed,request,medium
bb ac d f b a eeca c a,request,medium
ur hmv quiz cash balance is currently to maximize ur cash in now send hmv to only p msg,spam,low
love you aathi love u lot,spam,low
ed d bea a a c b aaf a,request,medium
ac d f e b b b e,request,medium
best quality phone,feedback,low
machan you go to gym tomorrow i wil come late goodnight,spam,low
b ccf cc f a a d c fd f b,request,medium
e b ee ea a f bad f e c,request,medium
cce ee c e d b c,request,medium
great product,feedback,low
dc cab eb d b b b db ccdcd,request,medium
c ce bf b e aafde,request,medium
d cdd a a ec c a f a,request,medium
bb fb b ab d a badd c f a,request,medium
f ebee e c d b da b a e,request,medium
b bb bb df c a ce fcd d,request,medium
fabulous,feedback,low
hmv bonus special pounds of genuine hmv vouchers to be won just answer easy questions play now send hmv to more info www percent real com,spam,low
e a ae e bb b c d c b,request,medium
no dual volte,feedback,low
c bf c c a f c bc d fe,request,medium
what happened in interview,spam,low
c d ba d e bb af d,request,medium
deb a b a bf aa db f f,request,medium
orange brings you ringtones from all time chart heroes with a free hit each week go to ringtones pics on wap to stop receiving these tips reply stop,spam,low
hi mobile no lt gt has added you in their contact list on www fullonsms com it s a great place to send free sms to people for more visit fullonsms com,spam,low
fbb b c e d bf d a d,request,medium
hey morning what you come to ask pa,spam,low
would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me again that needs to b sacked,spam,low
db c e c df ffa a bd,request,medium
mark works tomorrow he gets out at his work is by your house so he can meet u afterwards,spam,low
same as u dun wan y u dun like me already ah wat u doing now still eating,spam,low
congrats nokia video camera phone is your call calls cost ppm ave call mins vary from mobiles close post bcm ldn wc n xx,spam,low
urgent please call from a landline cash or a holiday await collection t cs sae po box m xy,spam,low
e a a c e f aa f b,request,medium
f cab e e a c e f,request,medium
what time do u get out,spam,low
free entry in a weekly comp for a chance to win an ipod txt pod to to get entry std txt rate t c s apply for details,spam,low
bff aa f f baa c c cf,request,medium
den wat will e schedule b lk on sun,spam,low
ya just telling abt tht incident,spam,low
g says you never answer your texts confirm deny,spam,low
where is that one day training,spam,low
e e bc b a ecfa ba,request,medium
a aa ad a cde e,request,medium
how many licks does it take to get to the center of a tootsie pop,spam,low
aight will do thanks again for comin out,spam,low
just sing hu i think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through even things like choosing a phone plan require guidance when in doubt ask especially girls,spam,low
my house here e sky quite dark liao if raining then got excuse not run already rite hee,spam,low
eb fbd b fb b aed f e,request,medium
hey what time is your driving on fri we go for evaluation on fri,spam,low
how come,spam,low
c d e ae a c db,request,medium
mi pro review,feedback,low
someonone you know is trying to contact you via our dating service to find out who it could be call from your mobile or landline box sk ch,spam,low
cc a f f e b cf a,request,medium
b f ec a b e e baad,request,medium
i might come to kerala for days so you can be prepared to take a leave once i finalise dont plan any travel during my visit need to finish urgent works,spam,low
b d a a b b e a ed bb,request,medium
e f f b a c ca f e,request,medium
i shall book chez jules for half eight if that s ok with you,spam,low
c e ef b b f eba bfa,request,medium
ee caf ee e f ab c d ce,request,medium
tell your friends what you plan to do on valentines day lt url gt,spam,low
freemsg hey u i just got of these video pic fones reply wild to this txt ill send u my pics hurry up im so bored at work xxx p rcvd stop stop,spam,low
romcapspam everyone around should be responding well to your presence since you are so warm and outgoing you are bringing in a real breath of sunshine,spam,low
coffee cake i guess,spam,low
yar else i ll thk of all sorts of funny things,spam,low
e f a c d,request,medium
de c c aa d fd,request,medium
excellent,feedback,low
b ecadc fb ba e bd bb,request,medium
a e ccfa d baa,request,medium
b de a a cc a df dcd,request,medium
a d b cef ed b be f,request,medium
e dc b e d a d df,request,medium
d f ab a df dc a c a d,request,medium
b a e fc aa b ac eed,request,medium
best display and advance features,feedback,low
my slave i want you to take or pictures of yourself today in bright light on your cell phone bright light,spam,low
b e b c f b b a bdc b ab,request,medium
we re finally ready fyi,spam,low
d b fd bcbb d fd d cd b e,request,medium
i m thinking that chennai forgot to come for auction,spam,low
also tell him i said happy birthday,spam,low
from to only my work timing,spam,low
that way transport is less problematic than on sat night by the way if u want to ask n to join my bday feel free but need to know definite nos as booking on fri,spam,low
b d b e e aa c,request,medium
dccf eea c b a f b f,request,medium
f d cb ded f f f,request,medium
wife how she knew the time of murder exactly,spam,low
e bddc c e f e b a afc,request,medium
c a b a a ade f,request,medium
house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office understand,spam,low
how are you just checking up on you,spam,low
ba eeb bb bc c c da e,request,medium
it s ok i noe u re busy but i m really too bored so i msg u i oso dunno wat colour she choose me one,spam,low
bcc d c f ee fb dcae,request,medium
good service,feedback,low
thought i didn t see you,spam,low
a d d f d c c,request,medium
ard like dat y,spam,low
f ab c d f ada cee,request,medium
update your face book status frequently,spam,low
c c dbf c a f ec e,request,medium
b fad f a f e e,request,medium
urgent call from your landline your complimentary ibiza holiday or cash await collection sae t cs po box sk wp ppm,spam,low
de df a e d bf b ac ec,request,medium
ac b de b f b bd ac,request,medium
sorry i ll call later,spam,low
ae ef dc bf e d ba,request,medium
fb dd a a a e,request,medium
dd c d f f d db c d dbfbc,request,medium
new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say i m always correct,spam,low
a f de ab c d cf e,request,medium
b f f e f cee e a e e,request,medium
b b c ee b b bbd,request,medium
still otside le u come morrow maga,spam,low
never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes always remember a stupid friend is here to share bslvyl,spam,low
call me i m unable to cal lets meet bhaskar and deep,spam,low
f c fb f ad a cc fbbb,request,medium
hey company elama po mudyadhu,spam,low
edb a aa a ee f e fa,request,medium
c a d d f f e f aa,request,medium
what do u want for xmas how about free text messages a new video phone with half price line rental call free now on to find out more,spam,low
d f d e c a b af cf d aa,request,medium
good morning princess happy new year,spam,low
i ve got lt gt any way i could pick up,spam,low
hot live fantasies call now just p per min ntt ltd po box croydon cr wb is a national rate call,spam,low
f c b f e f d fe dd e,request,medium
he telling not to tell any one if so treat for me hi hi hi,spam,low
a d a c cf a c afd,request,medium
abf db d c b b b f e,request,medium
ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community p sms,spam,low
a d e c c d a,request,medium
a b e c d,request,medium
beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night,spam,low
but i m surprised she still can guess right lor,spam,low
i love u my little pocy bell i am sorry but i love u,spam,low
win urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid hrs only ppm,spam,low
im fine babes aint been up much tho saw scary movie yest its quite funny want mrw afternoon at town or mall or sumthin xx,spam,low
e a b a fa a a e,request,medium
b b d b e f c d c,request,medium
cfad b a ad e e d,request,medium
a e def b e,request,medium
d cf e f c f b bf e a,request,medium
understand his loss is my gain so do you work school,spam,low
unfortunately i ve just found out that we have to pick my sister up from the airport that evening so don t think i ll be going out at all we should try to go out one of th,spam,low
yeah get the unlimited,spam,low
edb b e c e deb bfda ded a ba,request,medium
nice,feedback,low
even u dont get in trouble while convincing just tel him once or twice and just tel neglect his msgs dont c and read it just dont reply,spam,low
oh k i will come tomorrow,spam,low
single line with a big meaning miss anything ur best life but,spam,low
sound speaker is not working,feedback,low
dcef d e b de df,request,medium
i m sorry i ve joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great week,spam,low
b f c ac b d e,request,medium
now thats going to ruin your thesis,spam,low
i will be gentle princess we will make sweet gentle love,spam,low
a a dd e a f a d d dfd b,request,medium
d f c da bb a be e bfd,request,medium
a ee f a a b ae b,request,medium
anything is valuable in only situations first before getting it second after loosing it,spam,low
fd fdf c af f c d f,request,medium
panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt on orange contract call mobileupd on or call optout,spam,low
dff d a b a a d da aeed,request,medium
a f def e ff e e,request,medium
aa b fe f bf b e,request,medium
sorry i ll call later,spam,low
come to mu we re sorting out our narcotics situation,spam,low
hai ana tomarrow am coming on morning lt decimal gt ill be there in sathy then we ll go to rto office reply me after came to home,spam,low
you still around i could use a half th,spam,low
super phone,feedback,low
sorry i ll call later ok bye,spam,low
how have your little darlings been so far this week need a coffee run tomo can t believe it s that time of week already,spam,low
k and you re sure i don t have to have consent forms to do it v,spam,low
very good,feedback,low
ec e ad c cb ef ecd d,request,medium
going on nothing great bye,spam,low
gain the rights of a wife dont demand it i am trying as husband too lets see,spam,low
eff a f ece bc bc d af f a,request,medium
ffc c cc b bc aad fc c cad,request,medium
nah can t help you there i ve never had an iphone,spam,low
c b bd ad a f f c f e a,request,medium
c e fbe df d d f d,request,medium
c d ebdc a e,request,medium
fa d a acaf e b,request,medium
dd e c c ff fd a,request,medium
a e baf e ae f d,request,medium
i met you as a stranger and choose you as my friend as long as the world stands our friendship never ends lets be friends forever gud nitz,spam,low
d a be e e a a f c de,request,medium
a link to your picture has been sent you can also use,spam,low
b c c a c fc cbae f bd,request,medium
do you want a new video phone anytime any network mins text for only five pounds per week call now or reply for delivery tomorrow,spam,low
ce cb a c daa dac a,request,medium
fabulous,feedback,low
c a ad a ee db df c d,request,medium
sounds great are you home now,spam,low
what s ur pin,spam,low
good rear camera,feedback,low
f d d d b c b c ee d d,request,medium
c c ee cf e a f c,request,medium
d d a da ae d ca d,request,medium
bb a f ac ba c f a e db,request,medium
it s justbeen overa week since we broke up and already our brains are going to mush,spam,low
you have won a guaranteed cash or a prize to claim yr prize call our customer service representative on between am pm,spam,low
ed bce fd f de e c d,request,medium
got fujitsu ibm hp toshiba got a lot of model how to say,spam,low
fc f d bb a dcf,request,medium
hmv bonus special pounds of genuine hmv vouchers to be won just answer easy questions play now send hmv to more info www percent real com,spam,low
worst front camera on a mi device till date,feedback,low
d e a ec d b af d,request,medium
tick tick tick where are you i could die of loneliness you know pouts stomps feet i need you,spam,low
fa d f c f e,request,medium
d e ee a ab b f bbe da,request,medium
ba bac ff d a a cac db,request,medium
hello madam how are you,spam,low
bb b f f c dd e b,request,medium
quality is not good,feedback,low
that s fine have him give me a call if he knows what he wants or has any questions,spam,low
b e a a add aa fdaf,request,medium
aaade b e abfb fae a c,request,medium
a b fbf b e e a e,request,medium
e a f f a c,request,medium
f bbe e d e,request,medium
c aa fb e b e fb b d,request,medium
b d ce e b aab d c fe,request,medium
ffc af e e bb e c b e b b d ad,request,medium
ced f c b b bc d b,request,medium
a eafd d e a f fae d c f,request,medium
aiyo a bit pai seh noe scared he dun rem who i am then die hee but he become better lookin oredi leh,spam,low
c fe d c a ff d ed d,request,medium
fc ea e d a a d da,request,medium
try neva mate,spam,low
storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello it s d name of a girl yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone moral one can get d name of a person,spam,low
tbs persolvo been chasing us since sept for definitely not paying now thanks to your information we will ignore them kath manchester,spam,low
excellent are you ready to moan and scream in ecstasy,spam,low
what part of don t initiate don t you understand,spam,low
b ecbe edf f f a ff d ff,request,medium
cde a a b e ab f f,request,medium
you do what all you like,spam,low
d df bab ddf,request,medium
sorry you never hear unless you book it one was kinda a joke thet were really looking for skinny white girls the other was one line you can only do so much on camera with that something like that they re casting on the look,spam,low
c c e a d cb bb d ef df,request,medium
d ef fbbc aa f dd c fd,request,medium
b de ac bec,request,medium
its ok called mom instead have fun,spam,low
f d e e dd cafd c,request,medium
u calling me right call my hand phone,spam,low
b c f d d dc ad c b da,request,medium
b f f d a e b c,request,medium
oh my love it s soooo good to hear from you omg i missed you so much today i m sorry your having problems with the provider but thank you for tming me,spam,low
nice handy phone with good camera with notch,feedback,low
ab d e ef e e,request,medium
aight sorry i take ten years to shower what s the plan,spam,low
b a b daee d bae a fa e b,request,medium
f fc eb a b e a a e f,request,medium
cd da b fdc e f f dac,request,medium
c eb cd b bff c b eb,request,medium
a e b a bcdc eb b,request,medium
bd a aa b ba b a e b,request,medium
f dd ba e e d b ab a,request,medium
no that just means you have a fat head,spam,low
eh u remember how spell his name yes i did he v naughty make until i v wet,spam,low
a d bd b e d d c c b f,request,medium
bafab c d a ca f d,request,medium
d e c e c e abb cebb,request,medium
a f ceb dc a cae c,request,medium
aee f e cf f b e e,request,medium
oct,feedback,low
redmi pro gb review after using for one week,feedback,low
as usual iam fine happy amp doing well,spam,low
f b c c de ad e f b,request,medium
dde d b d a f d d,request,medium
i want some cock my hubby s away i need a real man satisfy me txt wife to for no strings action txt stop end txt rec ea otbox la ws,spam,low
bf f e a ae d d d,request,medium
b f d e b fcc eba fb,request,medium
ef d ca dca ef c e b,request,medium
ec bd e a a c ef,request,medium
c b a f ae ac b f,request,medium
f ea c c bf d b e c,request,medium
c abad b b fb dd,request,medium
c c bfc b e aeb fa b ef,request,medium
no b thursday,spam,low
ffb a db d a b,request,medium
ill call u mrw at ninish with my address that icky american freek wont stop callin me bad jen k eh,spam,low
india have to take lead,spam,low
a a b a a e ff eb,request,medium
c f b e a a fa ed fb e,request,medium
u free on sat rite u wan watch infernal affairs wif me n darren n mayb xy,spam,low
d c e d c b d,request,medium
oh howda gud gud mathe en samachara chikku,spam,low
fca e a aa f c a d,request,medium
we tried to call you re your reply to our sms for a video mobile mins unlimited text free camcorder reply or call now del thurs,spam,low
ea e b b acda d,request,medium
faedf e c e cf ad,request,medium
que pases un buen tiempo or something like that,spam,low
e e c cc de e f cba,request,medium
c b c f f e a e c b b,request,medium
a cfa f cda d d,request,medium
e c e ef a a b a fa,request,medium
best,feedback,low
b bbd e e da a ab,request,medium
good,feedback,low
ya ok vikky vl c witin lt gt mins and il reply u,spam,low
not impressive y is better,feedback,low
u sleeping now or you going to take haha i got spys wat me online checking n replying mails lor,spam,low
says that he s quitting at least times a day so i wudn t take much notice of that nah she didn t mind are you gonna see him again do you want to come to taunton tonight u can tell me all about,spam,low
i m back lemme know when you re ready,spam,low
b bc bb d cd cc c,request,medium
da b d bab c ce,request,medium
don t buy this mobile mi pro,feedback,low
da e a a a aa,request,medium
who are you seeing,spam,low
urgent your mobile no was awarded bonus caller prize on this is our final try to contact u call from landline box wr c ppm,spam,low
a a e dbf a fd f f bd,request,medium
they just talking thats it de they wont any other,spam,low
ec d a a d,request,medium
d cf d c a ad d bc ab,request,medium
c f e b ea ee cf,request,medium
going for dinner msg you after,spam,low
bde a e b ee ffcc de,request,medium
a e c f ed acde ccb,request,medium
b e c f f a eaf ee,request,medium
keep my payasam there if rinu brings,spam,low
u horrible gal u knew dat i was going out wif him yest n u still come n ask me,spam,low
i am seeking a lady in the street and a freak in the sheets is that you,spam,low
d f c f a,request,medium
good morning at the repair shop the only reason i m up at this hour,spam,low
ed ed f d a bc de c,request,medium
are you plans with your family set in stone,spam,low
f d c f acde d dbc c,request,medium
da b f ee f d cde f,request,medium
cdb d ca b cf b b e,request,medium
oh is it send me the address,spam,low
sorry i ll call later,spam,low
indeed and by the way it was either or not both,spam,low
thinking of u x,spam,low
i m in a meeting call me later at,spam,low
lol no ouch but wish i d stayed out a bit longer,spam,low
d db bdd e d,request,medium
ab f ed a a eba,request,medium
heating issues and battery is not upto the mark,feedback,low
e e a f bfe f f,request,medium
fa c c c e bb c ef,request,medium
ce f b aad c eb b e,request,medium
b c df e e bb dbb bc a,request,medium
a f b bc f ac fc c f b,request,medium
db ca dbc a cf c db f,request,medium
no i got rumour that you going to buy apartment in chennai,spam,low
e c ed c a a a c,request,medium
ed f a cd f a ab a ef f,request,medium
f a d f a c a cfff b,request,medium
go fool dont cheat others ok,spam,low
reminder from o to get pounds free call credit and details of great offers pls reply this text with your valid name house no and postcode,spam,low
do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleep sweet dreams,spam,low
ef d d aff d e e bf,request,medium
bf ac a a b c d,request,medium
rats hey did u ever vote for the next themes,spam,low
f e a c c ea e b a,request,medium
c d b c a fd d c,request,medium
cf d d f a a bc feba,request,medium
eb a b d b de e dd ed,request,medium
the basket s gettin full so i might be by tonight,spam,low
dcc af ae b d ed d,request,medium
so anyways you can just go to your gym or whatever my love smiles i hope your ok and having a good day babe i miss you so much already,spam,low
i love mi pro,feedback,low
e f e b ff b c c b,request,medium
c e c c b d ff,request,medium
do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleep sweet dreams,spam,low
a de ec c c bd d f e b,request,medium
probably gonna swing by in a wee bit,spam,low
f d fc c e bcd d e cb,request,medium
okay lor wah like that def they wont let us go haha what did they say in the terms and conditions,spam,low
bfaf b f b a dc f c,request,medium
babe i love you covers your face in kisses,spam,low
yo howz u girls never rang after india l,spam,low
b c e be d dd ec,request,medium
adf ce e a b cfa,request,medium
b dfb e cd ea b a ae,request,medium
c be c b b a f e baa a,request,medium
a cf a aa d a,request,medium
b b a c d b c fd,request,medium
fdffc b c c df a d c b ce,request,medium
we can go e normal pilates after our intro,spam,low
b c ce ad bb b ded a b,request,medium
jus finish my lunch on my way home lor i tot u dun wan stay in sch today,spam,low
urgent this is our nd attempt to contact u your prize from yesterday is still awaiting collection to claim call now acl pm,spam,low
freemsg claim ur sms messages text ok to now use web mobile ur mates etc join txt com for p wk t c box la wu remove txtx or stop,spam,low
c c c ded e ab ea c bd d,request,medium
ok,spam,low
f a f d a a d bd b,request,medium
ae b d bdf c,request,medium
k i yan jiu liao sat we can go bugis vill one frm to den hop to parco nb sun can go cine frm to den hop to orc mrt hip hop at,spam,low
i can t speak bcaz mobile have problem i can listen you but you cann t listen my voice so i calls you later,spam,low
c a e b f ee f ae c,request,medium
and my man carlos is definitely coming by mu tonight no excuses,spam,low
dfd b e c c a c dda,request,medium
headin towards busetop,spam,low
b a ae a f f f,request,medium
omg it could snow here tonite,spam,low
dd b ae c e d de e,request,medium
haiyoh maybe your hamster was jealous of million,spam,low
you need to get up now,spam,low
ac f c e c f b ff c,request,medium
mode men or have you left,spam,low
c eb db db b e cf a d,request,medium
b a be a ac e c f b b,request,medium
for ur chance to win cash every wk txt play to t s c s www music trivia net custcare x p wk,spam,low
b f e aa a d eecd,request,medium
e a d d adc f c f,request,medium
f a f b a ad af,request,medium
bcdc b ba cf dac c,request,medium
fa a d ff daef b,request,medium
redmi,feedback,low
ca b f a b ee eab,request,medium
me hungry buy some food good lei but mum n yun dun wan juz buy a little bit,spam,low
b cb a fa f b bb,request,medium
we still on for tonight,spam,low
worthy,feedback,low
de af c bb ec a,request,medium
fbac abcf a b c fb,request,medium
i don t think so you don t need to be going out that late on a school night especially when the one class you have is the one you missed last wednesday and probably failed a test in on friday,spam,low
a b a e a b bcfbed fe,request,medium
b cc b a e aeb e e f,request,medium
got it seventeen pounds for seven hundred ml hope ok,spam,low
i cant pick the phone right now pls send a message,spam,low
cf c b bd b e f ba e,request,medium
e a d ed e bd c,request,medium
ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,spam,low
u are subscribed to the best mobile content service in the uk for per days until you send stop to helpline,spam,low
aaf f f aa ae ac c b,request,medium
oh fuck juswoke up in a bed on a boatin the docks slept wid year old spinout giv u da gossip l r xxx,spam,low
cab cae f a dd b fef e,request,medium
purity of friendship between two is not about smiling after reading the forwarded message its about smiling just by seeing the name gud evng musthu,spam,low
c f e e bdd dc,request,medium
c e f fe c aa,request,medium
a c eab d b efc,request,medium
eb b a d ad eee c e,request,medium
fdf b da c f af b b,request,medium
f db c b aa b c df,request,medium
overall a nice phone,feedback,low
hcl chennai requires freshers for voice process excellent english needed salary upto lt gt call ms suman lt gt for telephonic interview via indyarocks com,spam,low
caabe e c b c bea f baaaf,request,medium
can not use foreign stamps in this country good lecture,spam,low
f a ca a d d,request,medium
f ae dc dc c deb df f,request,medium
bb fe e ac d be b f,request,medium
d ba d e a b a c da b c,request,medium
d a c eac c e b ad a dde b,request,medium
ec d ae f b fe eff c a,request,medium
i am waiting machan call me once you free,spam,low
private your account statement for,spam,low
yeah we do totes when u wanna,spam,low
fc f d db b b,request,medium
b b d e a,request,medium
f b e a bf a b,request,medium
good morning my boytoy how s those yummy lips where s my sexy buns now what do you do do you think of me do you crave me do you need me,spam,low
dai i downloaded but there is only exe file which i can only run that exe after installing,spam,low
ee f a c ee a a c ed e e,request,medium
e bd d a a cfcdc efc,request,medium
can you please ask macho what his price range is does he want something new or used plus it he only interfued in the blackberry bold lt gt or any bb,spam,low
e ce be e b b b,request,medium
how are you wish you a great semester,spam,low
c ff d cb cf b f cb,request,medium
get lions england tone reply lionm mono or lionp poly more go www ringtones co uk the original n best tones gbp network operator rates apply,spam,low
i m stuck in da middle of da row on da right hand side of da lt,spam,low
e e b a b bf,request,medium
d dfb ead a c c f e ae,request,medium
b df f cba b d c c b,request,medium
e b f c c f d c a c e,request,medium
holy living christ what is taking you so long,spam,low
upto you,feedback,low
d b f bde ec c bf ff,request,medium
f b edf d f a d ac b,request,medium
acb f c c bf d c,request,medium
cha quiteamuzing that scool babe,spam,low
d a c d a e cc f dff e,request,medium
why you keeping me away like this,spam,low
d e a e c bd a d,request,medium
pls help me tell sura that i m expecting a battery from hont and that if should pls send me a message about how to download movies thanks,spam,low
yeah do don t stand to close tho you ll catch something,spam,low
why i come in between you people,spam,low
e fc e fc be e,request,medium
b e e b c b f a,request,medium
thursday night yeah sure thing we ll work it out then,spam,low
thanks and or bomb and date as my phone wanted to say,spam,low
yup from what i remb i think should be can book,spam,low
a cd b cc c e a a b,request,medium
e fed f e b d bbdd a e,request,medium
is there any movie theatre i can go to and watch unlimited movies and just pay once,spam,low
it has issues right now ill fix for her by tomorrow,spam,low
fd f f f f c f a e,request,medium
afc f a a fe cb,request,medium
fe a d a d e b e fd bc,request,medium
b ee c d b e adda f f,request,medium
aiyah then i wait lor then u entertain me hee,spam,low
lt gt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi am the first to wishing u all these your s raj,spam,low
fb adfbb b b a bd aabfc e,request,medium
be c ac b f c ee dbc,request,medium
cc ba ac b cc f e,request,medium
honeybee said i m d sweetest in d world god laughed amp said wait u havnt met d person reading this msg moral even god can crack jokes gm gn ge gn,spam,low
i m still pretty weak today bad day,spam,low
ec ed b ac b a ff e a,request,medium
madam regret disturbance might receive a reference check from dlf premarica kindly be informed rgds rakhesh kerala,spam,low
camera,feedback,low
c cea ca b e b e c d,request,medium
eb c b ef d f,request,medium
c ca c e b b b dba a e e c,request,medium
where to get those,spam,low
ba b cdf cd e,request,medium
d ddfd b d c bb e,request,medium
c ee e ba f ad a b,request,medium
a ede f c bf df cafd d ba,request,medium
anything lor is she coming,spam,low
sorry pa i dont knw who ru pa,spam,low
nope watching tv at home not going out v bored,spam,low
please call amanda with regard to renewing or upgrading your current t mobile handset free of charge offer ends today tel subject to t s and c s,spam,low
c eae b ac a b,request,medium
b b d b ac adaf e,request,medium
d dc d e b cd baed d f,request,medium
love that holiday monday feeling even if i have to go to the dentists in an hour,spam,low
ec a f e db bb e c af,request,medium
c f e d f e b ef d b,request,medium
c ec de ed bbfc bd a,request,medium
e dd f da f b,request,medium
k k then watch some films,spam,low
c e e be faf ac b bc ad,request,medium
a a a a b bfb f e ef b,request,medium
a c d cd bb ab e d,request,medium
great never been better each day gives even more reasons to thank god,spam,low
aa a e ee f cb,request,medium
a ad b d fc e e bf a a db,request,medium
sorry i ll call you later i am in meeting sir,spam,low
e c ccc a ba df b,request,medium
af cc c a c cb e e,request,medium
a ce b e b c e f,request,medium
sir i need axis bank account no and bank address,spam,low
a e e b e af c b e e,request,medium
b b e e e c b,request,medium
hi wkend ok but journey terrible wk not good as have huge back log of marking to do,spam,low
b d b df d d f cfcadcab,request,medium
e d bf f ef f b ed e bc b,request,medium
sorry i ll call later lt gt mins,spam,low
af e dd ffe b ed a b,request,medium
b a a ea e a d d ab db,request,medium
f d e f a ef f da b,request,medium
aa d ba b fce be b cd,request,medium
bd a dcb b b a a a e,request,medium
f bb e e ac cf caa becbba,request,medium
c f b feb a,request,medium
ok lor,spam,low
ba bab b d e a fb ba d b d d,request,medium
there are no other charges after transfer charges and you can withdraw anyhow you like,spam,low
how stupid to say that i challenge god you dont think at all on what i write instead you respond immed,spam,low
d d d afdd d b,request,medium
studying but i ll be free next weekend,spam,low
for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections,spam,low
hi its kate it was lovely to see you tonight and ill phone you tomorrow i got to sing and a guy gave me his card xxx,spam,low
d b a f cd,request,medium
waste of money compare another phone,feedback,low
not value for money,feedback,low
pros and cons,feedback,low
be a bd a e d ea eb bc ee c,request,medium
b a ac f a e d e a,request,medium
c e cca d b b ad cbedc d,request,medium
ceb dd e e ec e a,request,medium
good,feedback,low
bc d f b f c c,request,medium
not a drop in the tank,spam,low
dfd a b d ce a,request,medium
you will go to walmart i ll stay,spam,low
the bus leaves at lt gt,spam,low
sorry i ll call later,spam,low
cant think of anyone with spare room off top of my head,spam,low
e b c ea d d ea e f eb f,request,medium
are u coming to the funeral home,spam,low
b bea bbcf d cf c d a,request,medium
u goin out nite,spam,low
cd c a afc b e d fb,request,medium
not for possession especially not first offense,spam,low
bbe fdc f b f babb,request,medium
okie,spam,low
